code	store_name	product_ean	location
BR	Nova Xavantina	6675830613436	America/Cuiaba
AU	Wheelers Hill	1197526951684	Australia/Melbourne
UG	Kitgum	9272183200466	Africa/Kampala
RU	Yeysk	3907871934946	Europe/Moscow
YE	Ataq	7695662657346	Asia/Aden
GB	Lower Earley	9724456508064	Europe/London
IN	Sathyamangalam	2767531315239	Asia/Kolkata
LK	Hendala	2686546318120	Asia/Colombo
RO	Sector 6	5916878848772	Europe/Bucharest
DJ	'Ali Sabieh	2688902638712	Africa/Djibouti
KZ	Otegen Batyra	3351661456680	Asia/Almaty
JM	New Kingston	7578032845348	America/Jamaica
IT	Agrigento	6370280579133	Europe/Rome
CN	Sishui	3939424831341	Asia/Shanghai
US	Lexington	6645045938006	America/New_York
MX	Acaponeta	6669629111739	America/Mazatlan
JP	Sasayama	9809911728680	Asia/Tokyo
LY	Ajdabiya	5813367707759	Africa/Tripoli
JP	Nayoro	8747060770116	Asia/Tokyo
US	New Canaan	0412443998804	America/New_York
ID	Besuki	8976287279588	Asia/Jakarta
CN	Pingyi	7995613656474	Asia/Shanghai
RU	Otradnyy	2257293315009	Europe/Samara
CN	Zaozhuang	2675087475508	Asia/Shanghai
RU	Krymsk	1553807427246	Europe/Moscow
IN	Kheda	0346491001523	Asia/Kolkata
TR	Gaziantep	3001257673082	Europe/Istanbul
KR	T’aebaek	6642974691781	Asia/Seoul
IN	Saharsa	5193168303122	Asia/Kolkata
NL	Hardenberg	7275571108353	Europe/Amsterdam
US	Fitchburg	6988324917706	America/New_York
BE	Gembloux	9672093565844	Europe/Brussels
GB	Southsea	5582608476135	Europe/London
IE	Athlone	8043189598779	Europe/Dublin
ES	Novelda	1392471930450	Europe/Madrid
IN	Dalsingh Sarai	4790055123590	Asia/Kolkata
SY	Tadmur	3088455472310	Asia/Damascus
GB	Clacton-on-Sea	7495590894413	Europe/London
CN	Heyuan	4229513740777	Asia/Shanghai
PH	Baliuag	0661470302041	Asia/Manila
GB	Westbury	8335130931231	Europe/London
US	Sicklerville	4408286677699	America/New_York
CD	Yangambi	6731085728001	Africa/Lubumbashi
CN	Xinzhou	7547418357256	Asia/Shanghai
IN	Pandua	2259432640980	Asia/Kolkata
BD	Kushtia	7902324602409	Asia/Dhaka
ID	Muncar	0423148838289	Asia/Jakarta
ID	Randudongkal	6294269442785	Asia/Jakarta
ES	Las Gabias	0919007907291	Europe/Madrid
CN	Haicheng	5263889190346	Asia/Shanghai
US	North Lauderdale	5269595478075	America/New_York
PH	Masbate	6782899512300	Asia/Manila
IN	Puducherry	4625574084575	Asia/Kolkata
HN	Olanchito	0795561315884	America/Tegucigalpa
ES	San Juan de Aznalfarache	1888518794265	Europe/Madrid
BR	Porto Velho	2362715944665	America/Porto_Velho
US	Camarillo	4786063607870	America/Los_Angeles
FR	Valence	3657465952077	Europe/Paris
US	Bon Air	9450702515004	America/New_York
US	Cypress Hills	8571673655535	America/New_York
IN	Kenda	9546551762758	Asia/Kolkata
ID	Simpang	2843373080648	Asia/Jakarta
IN	Pune	5605548661819	Asia/Kolkata
US	Thomasville	9677388064644	America/New_York
FR	Quimper	9772328550703	Europe/Paris
BR	Soure	6081872231437	America/Belem
RU	Krymsk	5561039860317	Europe/Moscow
UA	Nova Kakhovka	2223665231062	Europe/Kiev
US	South Whittier	6486547477156	America/Los_Angeles
RU	Sharypovo	3248791911953	Asia/Krasnoyarsk
DE	Siegburg	5971400742102	Europe/Berlin
CA	Markham	6563093367770	America/Toronto
US	Massapequa	8315360144489	America/New_York
ID	Wangon	7945779167413	Asia/Jakarta
PL	Strzelce Opolskie	8606790466235	Europe/Warsaw
IT	Roseto degli Abruzzi	5339140872990	Europe/Rome
CL	Ovalle	7732124328687	America/Santiago
IT	San Giuliano Milanese	5388859829603	Europe/Rome
JM	New Kingston	5944445858787	America/Jamaica
TZ	Chanika	5341520096681	Africa/Dar_es_Salaam
US	Brunswick	3130506582674	America/New_York
NG	Efon-Alaaye	4256801031019	Africa/Lagos
BR	Aracaju	4384171666293	America/Maceio
CN	Wacheng	1562534451325	Asia/Shanghai
CA	Vernon	7161672763952	America/Vancouver
GB	Great Wyrley	8814812930798	Europe/London
BR	Porto Velho	1260300698560	America/Porto_Velho
ID	Randudongkal	5780133935671	Asia/Jakarta
KE	Lodwar	8940570486427	Africa/Nairobi
NL	Hardenberg	9434690212213	Europe/Amsterdam
BR	Itaperuna	7904693877921	America/Sao_Paulo
PL	Jaworzno	0173320115010	Europe/Warsaw
UA	Shepetivka	1384003960066	Europe/Kiev
CG	Brazzaville	1007785665805	Africa/Brazzaville
US	Beaumont	3982814210394	America/Los_Angeles
DE	Gauting	9351050902990	Europe/Berlin
TR	Yakuplu	0452472454506	Europe/Istanbul
CN	Beidao	2323815225122	Asia/Shanghai
US	Far Rockaway	2760351595911	America/New_York
AU	Baulkham Hills	1581981876741	Australia/Sydney
GB	Devizes	5668737369897	Europe/London
AR	Rafaela	4031883350094	America/Argentina/Cordoba
US	Bridgeport	5471682230729	America/New_York
ID	Tarakan	2383141055428	Asia/Makassar
PH	Talisay	6403690808781	Asia/Manila
IT	Tortona	9695454933793	Europe/Rome
US	Hutchinson	7695307312241	America/Chicago
RU	Malakhovka	9354142445443	Europe/Moscow
DE	Verl	6835455808802	Europe/Berlin
PH	Santa Catalina	6609838261979	Asia/Manila
RU	Lesnoy	1375969698001	Asia/Yekaterinburg
US	Scottsdale	4513703668881	America/Phoenix
IN	Gajendragarh	3374018337784	Asia/Kolkata
JP	Toba	3745687253345	Asia/Tokyo
RU	Petrozavodsk	9994507784468	Europe/Moscow
IN	Kheda	2551571577883	Asia/Kolkata
BR	Recife	2630970962404	America/Recife
MX	Salvatierra	1042458195968	America/Mexico_City
DE	Oberhausen	7976066541821	Europe/Berlin
UG	Paidha	5848737885591	Africa/Kampala
MY	Teluk Intan	3885105521035	Asia/Kuala_Lumpur
GB	Lancing	6449660918388	Europe/London
LY	Ajdabiya	3704505174774	Africa/Tripoli
BE	Gembloux	7250994192882	Europe/Brussels
KE	Nyahururu	7536183510850	Africa/Nairobi
GB	Great Wyrley	9345163709867	Europe/London
US	Clermont	8773587397147	America/New_York
CN	Pingyi	5114505461244	Asia/Shanghai
BR	Soledade	8243386113854	America/Sao_Paulo
GB	Aberdeen	1716251393684	Europe/London
DE	Dahlem	5090065526039	Europe/Berlin
US	Greenville	4144128113962	America/Chicago
US	Chillum	1720901533177	America/New_York
KR	Nonsan	4879674104651	Asia/Seoul
IE	Athlone	3560832603260	Europe/Dublin
GB	Belper	2357662537909	Europe/London
IN	Meerut	9997379726178	Asia/Kolkata
US	North Lauderdale	2378047323245	America/New_York
US	Sterling	7128251596370	America/New_York
SY	Tadmur	8392377929223	Asia/Damascus
US	Columbia Heights	2208783792930	America/Chicago
FR	Talence	1835525065710	Europe/Paris
CN	Heyuan	8185295163929	Asia/Shanghai
MX	Paracho de Verduzco	5265925689937	America/Mexico_City
CG	Brazzaville	8500171758547	Africa/Brazzaville
BE	Lille	9755645853016	Europe/Brussels
CN	Beidao	2574561096201	Asia/Shanghai
US	Hutchinson	1156968195278	America/Chicago
US	Nutley	6661080209093	America/New_York
RU	Yablonovskiy	6358014048902	Europe/Moscow
HR	Split	1097959877356	Europe/Zagreb
JP	Nonoichi	9023985984432	Asia/Tokyo
AU	Willetton	7289873067829	Australia/Perth
GB	Selby	9437384504090	Europe/London
IT	Francavilla Fontana	6526713607199	Europe/Rome
GH	Mampong	4349603204153	Africa/Accra
PS	East Jerusalem	6192817058696	Asia/Hebron
BR	Soure	7920173697391	America/Belem
CN	Boli	4401486684931	Asia/Shanghai
MX	Santa Rosa Jauregui	3772141073317	America/Mexico_City
CD	Beni	0346094331584	Africa/Lubumbashi
US	Collinwood	6834700678634	America/New_York
ES	Leioa	1347334046250	Europe/Madrid
IN	Uran	0322893675562	Asia/Kolkata
US	San Juan	6679947224608	America/Chicago
DE	Hechingen	2620676238507	Europe/Berlin
RS	Sremska Mitrovica	5848148292827	Europe/Belgrade
CA	Charlottetown	0902823514309	America/Halifax
CO	Madrid	2735128883751	America/Bogota
ID	Besuki	3561004450743	Asia/Jakarta
ES	Ferrol	3429995471157	Europe/Madrid
TH	Roi Et	9076874159084	Asia/Bangkok
CU	Corralillo	1567820155734	America/Havana
US	Tyler	6077456175402	America/Chicago
US	Westchester	6348742804062	America/Chicago
CO	El Copey	1305110129955	America/Bogota
CU	Jaruco	8991334421413	America/Havana
PS	East Jerusalem	7527101303012	Asia/Hebron
GB	Hartley	3165853184301	Europe/London
EC	Cuenca	3142263497085	America/Guayaquil
US	Camarillo	1555655105246	America/Los_Angeles
US	Lexington	6456453332924	America/New_York
ID	Kudus	6498582268088	Asia/Jakarta
GB	Surbiton	7447003491948	Europe/London
NE	Mirriah	6222636084245	Africa/Niamey
IL	Rahat	1606916195268	Asia/Jerusalem
GH	Mampong	8204007548172	Africa/Accra
IN	Madhipura	5555427864308	Asia/Kolkata
AU	Willetton	3451569198641	Australia/Perth
ID	Balikpapan	3527138821385	Asia/Makassar
DO	Santa Cruz de Barahona	7989832621641	America/Santo_Domingo
PR	Yauco	1642745183281	America/Puerto_Rico
CO	El Copey	0722816076900	America/Bogota
BR	Caldas Novas	7524237830092	America/Sao_Paulo
CO	Honda	3396403212278	America/Bogota
MK	Bogovinje	8205831451690	Europe/Skopje
IN	Pujali	0495324446557	Asia/Kolkata
PK	Fazilpur	6458201993722	Asia/Karachi
TZ	Same	8443305632934	Africa/Dar_es_Salaam
US	Shreveport	3530708282745	America/Chicago
KH	Paoy Paet	3583346566333	Asia/Phnom_Penh
TN	Siliana	2930750407072	Africa/Tunis
IN	Robertsonpet	3366243273357	Asia/Kolkata
RU	Roslavl’	9433275439021	Europe/Moscow
CO	El Copey	1718970866005	America/Bogota
US	Schererville	7260902921930	America/Chicago
US	Belle Glade	4425040151561	America/New_York
TR	Silvan	9328647154377	Europe/Istanbul
CI	Lakota	0400178770178	Africa/Abidjan
RU	Sharypovo	4896564560403	Asia/Krasnoyarsk
DE	Stuttgart	8162494675293	Europe/Berlin
JP	Ueno-ebisumachi	0393719893842	Asia/Tokyo
ID	Cibinong	8510178732402	Asia/Jakarta
PK	Larkana	2356988090129	Asia/Karachi
CN	Liaoyang	5960148458345	Asia/Shanghai
BR	Porto Velho	0591611731600	America/Porto_Velho
DE	Stuttgart	8633871527127	Europe/Berlin
DE	Barmbek-Nord	4317447485878	Europe/Berlin
CO	San Carlos	8212437370416	America/Bogota
GB	Lymington	4948918413788	Europe/London
BR	Porto Velho	3690743071398	America/Porto_Velho
US	Scottsdale	4872337790314	America/Phoenix
ES	Amposta	1027714051974	Europe/Madrid
AU	Willetton	2758251876612	Australia/Perth
IT	Chiavari	0613939727537	Europe/Rome
IN	Srinagar	3964560758887	Asia/Kolkata
RU	Kashira	1283987885993	Europe/Moscow
GB	Exeter	4822364698527	Europe/London
UA	Artsyz	2655747090074	Europe/Kiev
RU	Lesozavodsk	1783057856378	Asia/Vladivostok
FR	Saint-Omer	7328302678394	Europe/Paris
CR	Liberia	8741797319174	America/Costa_Rica
CA	Kelowna	8021299015171	America/Vancouver
US	Massapequa	3018355503531	America/New_York
RU	Izluchinsk	0797562649357	Asia/Yekaterinburg
CD	Yangambi	1169285428202	Africa/Lubumbashi
NG	Olupona	1785708942195	Africa/Lagos
IE	An Muileann gCearr	5173926645343	Europe/Dublin
IN	Haldwani	3511402837318	Asia/Kolkata
US	Crystal Lake	3338702810632	America/Chicago
MY	Ulu Tiram	9774673012073	Asia/Kuala_Lumpur
US	Saratoga Springs	6005378536001	America/Denver
IN	Amreli	4280132163637	Asia/Kolkata
CN	Hushitai	4069764811815	Asia/Shanghai
IN	Elamanchili	3679825475255	Asia/Kolkata
BE	Rixensart	0610444513853	Europe/Brussels
CA	Kelowna	8593561418169	America/Vancouver
BG	Aytos	0645372608692	Europe/Sofia
IT	Portogruaro	6990684443535	Europe/Rome
CR	Liberia	0523299356998	America/Costa_Rica
US	Fayetteville	7734411056174	America/New_York
BW	Tonota	1537025590777	Africa/Gaborone
BY	Novogrudok	3436693916811	Europe/Minsk
US	Fayetteville	2199219280384	America/New_York
US	Carlsbad	2600802297929	America/Denver
US	South Lawndale	9073287086570	America/Chicago
RU	Oktyabr’skiy	5820493755943	Asia/Yekaterinburg
NA	Okahandja	0204677832142	Africa/Windhoek
DE	Schwalmtal	5557988394409	Europe/Berlin
VE	Barinas	7008958455647	America/Caracas
IN	Adra	5807870595026	Asia/Kolkata
US	Hueytown	8950205943287	America/Chicago
BE	Wevelgem	2470394237838	Europe/Brussels
AR	Rafaela	3001952848204	America/Argentina/Cordoba
PH	Guyong	6780936982802	Asia/Manila
US	Keene	8806302417285	America/New_York
RU	Severodvinsk	3393231742458	Europe/Moscow
JM	New Kingston	6155900017536	America/Jamaica
GB	Great Wyrley	8633195327700	Europe/London
RU	Novopavlovsk	3229621913484	Europe/Moscow
RU	Alatyr’	6398929305790	Europe/Moscow
GB	Blackpool	7562452420797	Europe/London
RU	Roslavl’	6288554209061	Europe/Moscow
US	Massapequa	9958094584580	America/New_York
US	Columbia Heights	4146835973303	America/Chicago
US	American Canyon	0580618420266	America/Los_Angeles
PE	Iquitos	1489698717220	America/Lima
RU	Severodvinsk	8543945775937	Europe/Moscow
MX	Jocotepec	7145319280194	America/Mexico_City
ES	Cardedeu	8102092668877	Europe/Madrid
RU	Kovylkino	4333230279073	Europe/Moscow
MX	San Lorenzo Acopilco	9257508934721	America/Mexico_City
NA	Okahandja	5845028089515	Africa/Windhoek
SV	Sonzacate	2228700713343	America/El_Salvador
JP	Toyokawa	4483669229054	Asia/Tokyo
TR	Aksaray	1613658119674	Europe/Istanbul
PK	Jhol	9649186909786	Asia/Karachi
ES	Amposta	7083242837378	Europe/Madrid
US	Aloha	7365843474924	America/Los_Angeles
RU	Privolzhskiy	2976525686778	Europe/Saratov
ID	Labuhan Deli	3861147343132	Asia/Jakarta
FR	Colomiers	1459912632646	Europe/Paris
IN	Srinagar	5590482100855	Asia/Kolkata
AU	Frankston South	2175291895739	Australia/Melbourne
RU	Novopavlovsk	7881996659150	Europe/Moscow
JP	Hita	1610253386289	Asia/Tokyo
PK	Khairpur Mir’s	2352770399630	Asia/Karachi
NG	Yenagoa	6871205761270	Africa/Lagos
BR	Soledade	8327405664296	America/Sao_Paulo
GB	Lancing	6802340317657	Europe/London
RU	Tavda	4843840930450	Asia/Yekaterinburg
IT	Afragola	0874646810039	Europe/Rome
SD	Ar Ruseris	2716721267322	Africa/Khartoum
KZ	Zaysan	9534879070464	Asia/Almaty
DE	Siegburg	0288080757520	Europe/Berlin
TH	Tak Bai	1992954660111	Asia/Bangkok
JP	Annaka	1272722967766	Asia/Tokyo
IT	Portogruaro	8801686830101	Europe/Rome
IT	Castelfranco Emilia	4184903265677	Europe/Rome
IN	Gorakhpur	3239053758980	Asia/Kolkata
US	Huntley	4829891491256	America/Chicago
PT	Paredes	3484328240244	Europe/Lisbon
IN	Haldwani	7908678391341	Asia/Kolkata
IT	Perugia	2451766289495	Europe/Rome
US	Mechanicsville	1525722234537	America/New_York
GB	Great Wyrley	3734415398816	Europe/London
DE	Hofheim am Taunus	7173510742708	Europe/Berlin
CO	Honda	7593602481023	America/Bogota
IT	Portogruaro	9579699575331	Europe/Rome
US	American Canyon	3195135206896	America/Los_Angeles
US	Bourbonnais	2045570150838	America/Chicago
GB	Aberdeen	6425423267825	Europe/London
KZ	Kyzylorda	0549654629422	Asia/Qyzylorda
ES	Maspalomas	9445789474023	Atlantic/Canary
MY	Kulai	2368658398084	Asia/Kuala_Lumpur
RU	Kolomyagi	8983069339958	Europe/Moscow
IL	Ramla	4752319894721	Asia/Jerusalem
US	New City	7602981973842	America/Chicago
FR	Talence	4685473534779	Europe/Paris
CL	Chiguayante	6559741059418	America/Santiago
CN	Hengshui	2170874477449	Asia/Shanghai
DE	Ehingen	6866641191231	Europe/Berlin
RU	Alatyr’	1181220701102	Europe/Moscow
PH	Sorsogon	8208219349336	Asia/Manila
MK	Bogovinje	4418842512654	Europe/Skopje
RU	Kovylkino	2474006210905	Europe/Moscow
US	Palm Valley	8042580740008	America/New_York
TR	Edremit	9495675254338	Europe/Istanbul
SO	Baki	4650788953270	Africa/Mogadishu
BR	Loanda	8086729625627	America/Sao_Paulo
PE	Iquitos	0937955419284	America/Lima
US	Ken Caryl	4779346098502	America/Denver
NE	Mirriah	3165698687272	Africa/Niamey
CM	Tonga	7347297131929	Africa/Douala
GM	Farafenni	3579730469663	Africa/Banjul
CD	Kamina	5041858273470	Africa/Lubumbashi
JP	Okegawa	4329175971998	Asia/Tokyo
ES	Talavera de la Reina	4880539901988	Europe/Madrid
MX	Guanajuato	1257314663141	America/Mexico_City
CO	Andes	4126175413011	America/Bogota
IN	Madhipura	9094538439303	Asia/Kolkata
DE	Stuttgart	0308263153045	Europe/Berlin
NG	Igbara-Odo	2240431852412	Africa/Lagos
NL	Barneveld	2357253448492	Europe/Amsterdam
IN	Chharra	1615019913150	Asia/Kolkata
CA	Charlottetown	5656238261307	America/Halifax
CN	Guli	0314713163229	Asia/Shanghai
JP	Nonoichi	2003497044159	Asia/Tokyo
CA	Vernon	0305931979976	America/Vancouver
IN	Gajendragarh	5938263200064	Asia/Kolkata
NL	Hoogezand	3436927761026	Europe/Amsterdam
MK	Saraj	5038744408542	Europe/Skopje
RS	Sremska Mitrovica	9339752552934	Europe/Belgrade
VE	Barinas	8264326095788	America/Caracas
AR	Rafaela	1096079160881	America/Argentina/Cordoba
GB	Lancing	8890979517829	Europe/London
BE	Beveren	0591772208973	Europe/Brussels
CO	San Carlos	2379761507171	America/Bogota
CL	La Ligua	8615731525856	America/Santiago
IN	Chharra	0620219928362	Asia/Kolkata
TH	Nakhon Si Thammarat	4426569904751	Asia/Bangkok
US	Stockbridge	6073482103433	America/New_York
US	Hueytown	8646904313505	America/Chicago
US	Glendale	2548633566787	America/Los_Angeles
PK	Jhol	1024455764996	Asia/Karachi
RU	Solntsevo	1810436222995	Europe/Moscow
RU	Gavrilov-Yam	7829265120390	Europe/Moscow
FR	Sceaux	0898105350898	Europe/Paris
IT	Bisceglie	8017492611487	Europe/Rome
FI	Tornio	8006395740097	Europe/Helsinki
TH	Nakhon Pathom	2886883891540	Asia/Bangkok
PE	Yunguyo	3304565320861	America/Lima
US	Sterling	2964105467602	America/New_York
ES	Leioa	3772051829110	Europe/Madrid
IT	Campobasso	4618020256282	Europe/Rome
IN	Supaul	2496159505561	Asia/Kolkata
GB	Blackpool	3528285077656	Europe/London
GB	Viewpark	2188084548699	Europe/London
GB	Thetford	0482751817159	Europe/London
FR	Herblay	7114030908144	Europe/Paris
AO	Luena	6282837470360	Africa/Luanda
PH	Cebu City	5555767202235	Asia/Manila
NL	Zeist	0651126362680	Europe/Amsterdam
TR	Serinhisar	6802634904136	Europe/Istanbul
ES	Puertollano	9204207638436	Europe/Madrid
IN	Rajaori	4909464945581	Asia/Kolkata
US	American Canyon	4006243187757	America/Los_Angeles
CN	Danjiangkou	9311034177448	Asia/Shanghai
UA	Polohy	0391997684381	Europe/Zaporozhye
JP	Nayoro	3830478817971	Asia/Tokyo
DZ	Bordj Zemoura	0011874283352	Africa/Algiers
ES	Gandia	5873392692116	Europe/Madrid
US	North Tustin	6140637074440	America/Los_Angeles
US	Brighton Beach	5677761618024	America/New_York
GB	Brierley Hill	1635190136933	Europe/London
JP	Fujioka	9858451077659	Asia/Tokyo
US	New Canaan	4045183012361	America/New_York
CF	Carnot	3677581552234	Africa/Bangui
IN	Sathyamangalam	1244503910674	Asia/Kolkata
RU	Novopavlovsk	9563193047081	Europe/Moscow
JP	Kamakura	9451168461911	Asia/Tokyo
ID	Kudus	0832618905220	Asia/Jakarta
CH	Adliswil	8508847150633	Europe/Zurich
DJ	'Ali Sabieh	2951574564338	Africa/Djibouti
CM	Tonga	0161215584065	Africa/Douala
MY	Ulu Tiram	3563953921213	Asia/Kuala_Lumpur
UA	Kherson	1364730190752	Europe/Kiev
RU	Kolomyagi	7020779707422	Europe/Moscow
UY	Durazno	2976455618719	America/Montevideo
VU	Port-Vila	7921017379473	Pacific/Efate
DE	Landshut	9588763260547	Europe/Berlin
CA	Dorval	5573830454060	America/Toronto
DE	Radevormwald	5157538531799	Europe/Berlin
IT	Villabate	9959132724449	Europe/Rome
BR	Carlos Barbosa	0718492928572	America/Sao_Paulo
CM	Tonga	8304908986179	Africa/Douala
IN	Leteri	9546287016927	Asia/Kolkata
GB	Newbury	8699173625046	Europe/London
LT	Alytus	2313248761090	Europe/Vilnius
DE	Barmbek-Nord	9914347022841	Europe/Berlin
ES	Leioa	0113126191665	Europe/Madrid
LY	Ajdabiya	0684885423552	Africa/Tripoli
DK	Frederiksberg	5835185133718	Europe/Copenhagen
US	Riverbank	5291559182995	America/Los_Angeles
JP	Hakodate	3820866812398	Asia/Tokyo
NG	Igbara-Odo	6147998858450	Africa/Lagos
US	Iron River	0394218507285	America/Menominee
GB	Hartley	7142376917285	Europe/London
AF	Sar-e Pul	4217490218488	Asia/Kabul
US	Fitchburg	6080290728529	America/New_York
US	Kaukauna	5329445729341	America/Chicago
VE	Barinas	2067727386440	America/Caracas
TH	Phanat Nikhom	4702583967553	Asia/Bangkok
TR	Mudanya	2725611760874	Europe/Istanbul
US	Leland	0068686451691	America/New_York
IN	Supaul	4572078529692	Asia/Kolkata
US	Malden	2401193932235	America/New_York
DE	Burscheid	1940813275648	Europe/Berlin
SY	Binnish	3047961866754	Asia/Damascus
DZ	Cheraga	4725073462031	Africa/Algiers
IT	Afragola	9250423531655	Europe/Rome
RU	Petrozavodsk	5154220797822	Europe/Moscow
JP	Okegawa	5106242109718	Asia/Tokyo
IR	Isfahan	2014015416563	Asia/Tehran
GB	Chapletown	5030304172139	Europe/London
ID	Ngemplak	0952984533312	Asia/Jakarta
RU	Alatyr’	9878980611216	Europe/Moscow
PL	Reda	7655287929440	Europe/Warsaw
US	Gilbert	9283835745860	America/Phoenix
CN	Changzhi	5303745190421	Asia/Shanghai
CN	Danjiangkou	8464066251738	Asia/Shanghai
ES	Villaquilambre	9266791961765	Europe/Madrid
DE	Losheim	1700413920009	Europe/Berlin
LT	Ukmerge	1666370845277	Europe/Vilnius
AZ	Astara	2163412197442	Asia/Baku
CA	Pointe-Claire	5599663871539	America/Toronto
AR	Ushuaia	0497733661996	America/Argentina/Ushuaia
BR	Tucano	9193076929878	America/Bahia
US	Milledgeville	1166871400970	America/New_York
PA	Chilibre	4719020213005	America/Panama
BR	Esmeraldas	2368692210366	America/Sao_Paulo
BR	Lagarto	9640281449696	America/Maceio
YE	Ataq	4524817274349	Asia/Aden
HN	Olanchito	3074255469025	America/Tegucigalpa
AT	Floridsdorf	0952870851957	Europe/Vienna
ID	Balikpapan	6711883107772	Asia/Makassar
KR	Goyang-si	7276274223534	Asia/Seoul
BR	Muritiba	8030701898530	America/Bahia
CN	Changzhi	1521171681120	Asia/Shanghai
US	New City	1985681872933	America/Chicago
ID	Kediri	6314777606940	Asia/Jakarta
CA	Dorval	0062869871009	America/Toronto
DE	Zeitz	7854062025890	Europe/Berlin
ES	Gernika-Lumo	9635103576797	Europe/Madrid
DZ	Messaad	0518123440479	Africa/Algiers
UA	Zvenihorodka	4118447529810	Europe/Kiev
MY	Kulai	5255579783594	Asia/Kuala_Lumpur
US	Gainesville	5688037428957	America/New_York
GN	Camayenne	3272380291195	Africa/Conakry
TZ	Same	6966575388735	Africa/Dar_es_Salaam
DE	Eppingen	8628418530791	Europe/Berlin
US	Nutley	3520134284000	America/New_York
UZ	Andijon	8743771080629	Asia/Tashkent
BR	Palmeira	4712413745237	America/Sao_Paulo
NG	Olupona	0539363930179	Africa/Lagos
MX	Zacoalco de Torres	3858483751165	America/Mexico_City
TR	Mudanya	2195583766387	Europe/Istanbul
AO	Luena	4341522874561	Africa/Luanda
NG	Lagos	2940106872874	Africa/Lagos
DE	Losheim	1022135141426	Europe/Berlin
PK	Hasilpur	8255170019488	Asia/Karachi
TR	Bergama	0439304852488	Europe/Istanbul
AU	Griffith	6274604100662	Australia/Sydney
US	Gilbert	9562662806280	America/Phoenix
FR	Vienne	2653265851283	Europe/Paris
MX	Tuxtla	5550580260608	America/Mexico_City
AZ	Qazax	4649184907871	Asia/Baku
CN	Boli	1743792340105	Asia/Shanghai
GB	Lancing	1774374122574	Europe/London
UG	Arua	5747029950231	Africa/Kampala
PK	Bhit Shah	3936155694269	Asia/Karachi
IN	Adra	1499815751723	Asia/Kolkata
US	Troutdale	1506608685995	America/Los_Angeles
RU	Buynaksk	4609160160904	Europe/Moscow
CN	Dongfeng	8278700177021	Asia/Shanghai
TR	Bergama	1937055142500	Europe/Istanbul
CA	Sherwood Park	5333298775004	America/Edmonton
CN	Taozhuang	7575419701389	Asia/Shanghai
FR	Bron	6559701169973	Europe/Paris
VU	Port-Vila	0248883259775	Pacific/Efate
RU	Roslavl’	9167370689707	Europe/Moscow
MX	Acaponeta	9998985243707	America/Mazatlan
MX	Teziutlan	9318951249715	America/Mexico_City
IN	Madhipura	6528192964169	Asia/Kolkata
IN	Aistala	3386192419101	Asia/Kolkata
PL	Zgorzelec	5101027377108	Europe/Warsaw
NL	Hardenberg	2859776080178	Europe/Amsterdam
ME	Budva	8228876331529	Europe/Podgorica
ID	Muncar	4886138931449	Asia/Jakarta
CM	Mbalmayo	5569555663733	Africa/Douala
US	Lower West Side	7870175648597	America/Chicago
US	Hueytown	0115468946156	America/Chicago
US	Fresno	0469011135147	America/Chicago
NG	Ilesa	9810081511088	Africa/Lagos
IN	Leteri	8172244225180	Asia/Kolkata
CN	Pingyi	6360598852608	Asia/Shanghai
DE	Bad Segeberg	9309400783409	Europe/Berlin
DE	Finnentrop	6504020682214	Europe/Berlin
PK	Sangla Hill	5069793042104	Asia/Karachi
AD	les Escaldes	3546344583955	Europe/Andorra
KG	Jalal-Abad	1210022951160	Asia/Bishkek
PK	Mianwali	6570107492137	Asia/Karachi
IN	Dharmapuri	3403835009830	Asia/Kolkata
GB	Barnet	2841605130796	Europe/London
HT	Thomazeau	8082172032326	America/Port-au-Prince
BR	Aracaju	3123012422374	America/Maceio
DE	Nidderau	7009784015128	Europe/Berlin
IN	Jashpurnagar	6994398735689	Asia/Kolkata
CA	Sainte-Catherine	3887653497473	America/Toronto
BE	Gembloux	2071251210805	Europe/Brussels
KE	Lodwar	2167363503581	Africa/Nairobi
US	Rutland	2052298876278	America/New_York
TH	Nakhon Si Thammarat	8819830266171	Asia/Bangkok
NL	Losser	0826210068278	Europe/Amsterdam
TH	Nakhon Si Thammarat	6823312182684	Asia/Bangkok
FR	Colomiers	7123354226193	Europe/Paris
NL	Hoogezand	5716919689735	Europe/Amsterdam
NG	Igbara-Odo	7696049158715	Africa/Lagos
US	Riverbank	0755731904157	America/Los_Angeles
CN	Tianfu	5471060018734	Asia/Shanghai
LY	Ajdabiya	0499515303865	Africa/Tripoli
BE	Rixensart	4969899778260	Europe/Brussels
MT	Valletta	6050045750471	Europe/Malta
JP	Ueno-ebisumachi	6590640726209	Asia/Tokyo
PS	East Jerusalem	9253072417851	Asia/Hebron
US	Crystal Lake	7271086262573	America/Chicago
GB	Aberdeen	8620857694348	Europe/London
IN	Supaul	3704355073487	Asia/Kolkata
JP	Karatsu	2193296873057	Asia/Tokyo
US	Searcy	0578746662283	America/Chicago
IT	Agrigento	5572295608230	Europe/Rome
CN	Jiangyan	4275589138123	Asia/Shanghai
FR	Les Olives	6514434706482	Europe/Paris
IN	Pilkhua	1560008870641	Asia/Kolkata
US	Mechanicsville	6439932457196	America/New_York
ML	Kati	5703066009028	Africa/Bamako
